
67894, 0.513, 0.510, 0.753,-0.26,3.500, 0.750, 0.621, 615.219
67903, 0.518, 0.513, 0.753,-0.39,3.500, 0.750, 0.823, 415.208
67913, 0.513, 0.507, 0.753,-0.48,3.500, 0.750, 0.893, 283.813
67923, 0.516, 0.509, 0.754,-0.54,3.500, 0.750, 0.888, 194.475
67933, 0.518, 0.516, 0.754,-0.12,3.500, 0.750, -0.255, 135.354
67943, 0.516, 0.512, 0.754,-0.31,3.500, 0.750, 0.243, 96.492
67953, 0.517, 0.512, 0.754,-0.44,3.500, 0.750, 0.527, 70.019
67963, 0.518, 0.511, 0.753,-0.54,3.500, 0.750, 0.674, 52.440
67974, 0.518, 0.510, 0.753,-0.62,3.500, 0.750, 0.736, 41.016
67983, 0.520, 0.511, 0.753,-0.66,3.500, 0.750, 0.727, 32.885
67993, 0.524, 0.515, 0.752,-0.70,3.500, 0.750, 0.694, 27.065
68003, 0.522, 0.512, 0.752,-0.74,3.500, 0.750, 0.691, 24.378
68014, 0.527, 0.523, 0.752,-0.29,3.500, 0.750, -0.497, 21.266
68024, 0.529, 0.522, 0.753,-0.52,3.500, 0.750, 0.134, 19.649
68033, 0.532, 0.531, 0.753,-0.10,3.500, 0.750, -0.876, 18.449
68043, 0.534, 0.528, 0.754,-0.47,3.500, 0.750, 0.141, 17.780
68054, 0.537, 0.536, 0.754,-0.07,3.500, 0.750, -0.816, 17.207
68064, 0.539, 0.532, 0.754,-0.54,3.500, 0.750, 0.428, 16.954
68073, 0.542, 0.540, 0.754,-0.15,3.500, 0.750, -0.562, 16.654
68083, 0.546, 0.537, 0.754,-0.69,3.500, 0.750, 0.805, 16.081
68093, 0.550, 0.546, 0.754,-0.29,3.500, 0.750, -0.279, 15.942
68104, 0.554, 0.542, 0.754,-0.88,3.500, 0.750, 1.170, 15.751
68113, 0.554, 0.548, 0.754,-0.44,3.500, 0.750, -0.046, 16.315
68123, 0.555, 0.541, 0.754,-1.09,3.500, 0.750, 1.482, 16.458
68133, 0.561, 0.553, 0.754,-0.61,3.500, 0.750, 0.106, 15.656
68144, 0.566, 0.549, 0.754,-1.30,3.500, 0.750, 1.726, 15.388
68153, 0.569, 0.559, 0.755,-0.76,3.500, 0.750, 0.180, 15.449
